"TS1 B_SP,1,.tif"	 
0	0
0	0
0	0
186	0.9787
64	0.9982
0	0
47	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
167	0.9224
0	0
152	0.9848
0	0
167	0.9796
0	0
184	0.9918
173	0.9555
164	0.9868
75	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
103	0.9964
0	0
0	0
105	0.9835
0	0
0	0
0	0
0	0
0	0
94	0.9851
0	0
0	0
0	0
0	0
172	0.9839
132	0.9652
0	0
0	0
0	0
143	0.9411
0	0
0	0
186	0.969
163	0.9913
0	0
0	0
0	0
0	0
0	0
72	1
164	0.962
0	0
0	0
0	0
124	0.9719
174	0.9155
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
98	0.9609
145	0.9649
0	0
0	0
0	0
0	0
168	0.961
0	0
0	0
205	0.9337
183	0.9629
0	0
0	0
0	0
0	0
0	0
134	0.9684
95	0.9956
183	0.9311
129	0.9323
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
95	0.9628
0	0
122	0.9848
0	0
0	0
0	0
0	0
239	0.9481
157	0.9694
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	1
0	0
0	0
0	0
0	0
0	0
0	0
124	0.9719
0	0
87	1
0	0
109	0.9587
0	0
0	0
192	0.9451
0	0
189	0.9616
186	0.9787
141	0.991
165	0.9679
0	0
121	0.9767
0	0
131	0.9579
115	0.9685
46	1
178	0.9832
0	0
160	0.9628
0	0
83	0.9455
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
49	1
118	0.9525
0	0
0	0
173	0.9896
151	0.9676
154	0.9267
0	0
0	0
211	0.961
175	0.9666
158	0.9507
143	0.9778
138	0.9811
0	0
128	0.9745
146	0.9825
0	0
0	0
0	0
6	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
81	0.9705
0	0
0	0
0	0
93	0.9747
0	0
0	0
0	0
170	0.9725
0	0
0	0
0	0
0	0
127	0.9554
0	0
0	0
0	0
0	0
0	0
0	0
149	0.9548
166	0.9738
190	0.9667
162	0.9503
104	0.9437
110	0.9264
0	0
0	0
0	0
149	0.93
97	0.9511
0	0
0	0
0	0
0	0
139	0.9882
0	0
0	0
164	0.962
166	0.9738
147	0.9674
0	0
0	0
220	0.9711
0	0
0	0
137	0.9629
0	0
0	0
0	0
0	0
179	0.9648
0	0
0	0
0	0
0	0
86	0.9797
0	0
0	0
0	0
78	0.9693
0	0
0	0
0	0
76	0.9803
0	0
175	0.9666
0	0
0	0
0	0
0	0
154	0.9717
0	0
178	0.9594
0	0
0	0
0	0
0	0
147	0.9524
201	0.945
120	0.9807
141	0.9751
0	0
0	0
161	0.9688
142	0.9709
167	0.9796
123	0.9758
154	0.9612
0	0
127	0.9954
96	0.9729
127	0.9669
136	0.9669
150	0.9982
0	0
0	0
189	0.971
0	0
113	0.9812
0	0
176	0.9721
144	0.9846
129	0.9821
0	0
174	0.9611
0	0
36	0.9736
189	0.9303
0	0
0	0
159	0.9924
0	0
0	0
117	0.9731
0	0
0	0
0	0
137	0.974
0	0
133	0.9612
0	0
0	0
174	0.9611
88	0.8918
124	0.9719
0	0
198	0.9615
0	0
6	0.9163
0	0
0	0
93	1
82	1
0	0
0	0
117	0.9854
20	1
0	0
0	0
199	0.9572
0	0
0	0
0	0
0	0
154	0.9717
0	0
0	0
0	0
0	0
155	0.9932
137	0.974
155	0.9427
0	0
0	0
0	0
125	0.9679
0	0
156	0.9737
0	0
165	0.9679
177	0.9541
0	0
0	0
0	0
48	0.9674
122	0.9848
0	0
0	0
0	0
0	0
217	0.9667
181	0.9997
0	0
0	0
0	0
0	0
149	0.93
0	0
152	0.9487
0	0
0	0
0	0
0	0
160	0.9987
0	0
142	0.982
0	0
161	0.9346
0	0
0	0
157	0.9114
0	0
177	0.9776
0	0
0	0
0	0
110	0.9264
168	0.9279
0	0
163	0.9913
171	0.9445
0	0
204	0.9378
81	1
166	0.9989
0	0
136	0.9559
0	0
0	0
0	0
0	0
166	0.9263
0	0
0	0
152	0.9487
155	0.9932
0	0
0	0
0	0
147	0.942
0	0
0	0
0	0
0	0
0	0
96	0.9729
73	0.9936
74	0.9913
0	0
146	0.9459
0	0
0	0
160	0.9731
198	0.9615
202	0.9716
169	0.9667
0	0
0	0
7	1
205	0.9549
0	0
146	0.9983
0	0
0	0
0	0
179	0.9326
0	0
0	0
0	0
151	0.9783
0	0
0	0
133	0.9456
180	0.9605
0	0
89	1
0	0
126	0.9875
0	0
0	0
0	0
0	0
0	0
177	0.9541
0	0
0	0
161	0.9688
0	0
0	0
0	0
0	0
0	0
0	0
197	0.9262
0	0
0	0
0	0
133	0.9725
0	0
161	0.9444
151	0.9425
0	0
0	0
185	0.9972
0	0
0	0
0	0
0	0
0	0
99	0.9896
128	0.947
0	0
0	0
201	0.9668
0	0
184	0.9918
176	0.9487
139	0.925
0	0
209	0.9608
0	0
191	0.9718
0	0
0	0
0	0
11	1
132	0.9385
158	0.9507
114	0.9899
0	0
0	0
167	0.9796
157	0.9799
188	0.9565
0	0
0	0
173	0.9653
0	0
199	0.9572
0	0
0	0
45	1
0	0
158	0.9862
31	1
174	0.9709
0	0
201	0.9668
0	0
157	0.9548
0	0
151	0.9425
0	0
0	0
0	0
200	0.962
0	0
0	0
0	0
6	1
0	0
0	0
0	0
0	0
193	0.9592
0	0
0	0
0	0
0	0
0	0
0	0
0	0
23	1
0	0
0	0
0	0
0	0
0	0
194	0.987
0	0
170	0.9725
0	0
0	0
175	0.9765
0	0
0	0
0	0
172	0.95
0	0
0	0
0	0
171	0.9782
0	0
0	0
214	0.9242
0	0
0	0
0	0
0	0
0	0
0	0
78	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
199	0.989
0	0
0	0
0	0
237	0.9517
142	0.9709
197	0.9566
0	0
0	0
0	0
181	0.9756
0	0
0	0
0	0
0	0
90	0.976
176	0.9721
46	1
0	0
0	0
0	0
172	0.9839
0	0
0	0
0	0
0	0
0	0
192	0.9768
0	0
0	0
0	0
181	0.9997
168	0.961
0	0
0	0
0	0
0	0
66	0.9882
162	0.9503
0	0
0	0
107	0.9837
87	1
0	0
0	0
180	0.9702
141	0.9641
154	0.9977
147	0.9524
143	0.9516
95	0.9628
0	0
0	0
0	0
0	0
0	0
0	0
146	1
21	1
192	0.9451
0	0
0	0
0	0
210	0.9874
182	0.9482
0	0
0	0
0	0
144	0.9846
0	0
177	0.9541
0	0
145	0.9394
169	0.981
187	0.9839
0	0
0	0
171	0.9445
161	0.9444
137	0.974
160	0.9628
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
175	0.9433
165	0.9679
0	0
0	0
0	0
141	0.9383
0	0
198	1
0	0
167	0.9796
0	0
0	0
97	0.983
0	0
189	0.9393
142	0.9449
171	0.9681
153	0.9804
0	0
161	0.9792
0	0
166	0.9496
0	0
0	0
247	0.9435
0	0
0	0
0	0
0	0
152	0.9146
195	0.9469
177	0.9541
0	0
0	0
0	0
0	0
161	0.9544
237	0.9321
174	0.9611
"TS5 B_SP,4,.tif"	
0	0
148	0.9381
0	0
0	0
0	0
0	0
217	0.9457
0	0
0	0
0	0
0	0
0	0
183	0.9311
0	0
238	0.936
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
204	0.9087
0	0
0	0
0	0
0	0
8	1
171	1
0	0
0	0
0	0
226	0.9849
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
161	0.9444
0	0
156	0.9996
0	0
0	0
243	0.9843
0	0
0	0
0	0
173	0.9653
0	0
0	0
0	0
0	0
169	0.943
0	0
0	0
0	0
0	0
0	0
81	0.9562
0	0
0	0
0	0
0	0
203	0.9544
0	0
0	0
0	0
0	0
0	0
110	0.9853
122	0.9728
0	0
0	0
213	1
0	0
0	0
0	0
0	0
0	0
0	0
5	1
0	0
0	0
188	0.9565
0	0
144	0.9846
183	0.9311
0	0
0	0
158	0.9507
157	0.9799
0	0
0	0
0	0
0	0
157	0.9694
0	0
142	0.9099
0	0
0	0
0	0
0	0
71	1
0	0
0	0
141	0.9641
0	0
0	0
116	0.977
140	0.9573
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
204	0.9591
147	0.942
0	0
0	0
147	0.942
0	0
0	0
220	0.9502
0	0
143	0.9778
0	0
206	0.9685
150	0.9718
0	0
111	0.9232
0	0
0	0
152	0.974
0	0
0	0
189	0.9616
0	0
0	0
110	0.899
0	0
80	0.9586
92	0.9976
72	0.98
0	0
129	0.9433
0	0
66	0.9882
0	0
0	0
0	0
145	0.9649
117	0.9854
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
87	0.9911
0	0
109	0.9891
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
122	0.9562
120	0.9807
0	0
0	0
0	0
149	0.9805
0	0
160	0.9485
0	0
0	0
0	0
0	0
150	0.9362
196	0.9741
0	0
0	0
123	0.9525
0	0
0	0
172	0.9598
0	0
0	0
132	0.9277
0	0
0	0
0	0
181	0.9756
166	0.9496
0	0
114	0.9899
114	0.9601
86	0.9797
0	0
141	0.9751
0	0
0	0
0	0
0	0
0	0
144	0.9959
0	0
0	0
0	0
0	0
0	0
116	0.977
0	0
0	0
0	0
180	0.9378
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
103	0.9964
0	0
114	0.9482
0	0
87	0.9911
0	0
0	0
0	0
0	0
0	0
198	0.9524
146	0.9716
0	0
0	0
227	0.9594
0	0
132	0.9277
0	0
0	0
206	0.9685
0	0
0	0
0	0
0	0
182	0.981
0	0
0	0
0	0
126	0.9875
0	0
0	0
0	0
63	1
114	0.9601
99	1
180	0.9942
149	0.9548
162	0.9603
147	0.9524
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
88	1
119	0.9606
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
128	0.9745
97	0.983
0	0
0	0
132	0.9652
0	0
0	0
122	0.9728
118	0.9248
116	0.977
0	0
124	0.9719
120	0.9687
0	0
0	0
0	0
0	0
121	0.96
198	0.9615
0	0
0	0
0	0
0	0
153	0.9654
168	0.961
0	0
153	0.955
118	0.9938
5	0.8727
0	0
0	0
0	0
0	0
227	0.9594
0	0
0	0
115	0.9283
0	0
0	0
0	0
0	0
0	0
115	0.986
133	0.9725
0	0
0	0
0	0
0	0
0	0
185	0.9505
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
128	0.963
155	0.9674
60	1
0	0
0	0
0	0
0	0
0	0
120	0.9981
0	0
78	0.9547
0	0
0	0
0	0
0	0
0	0
138	0.9183
189	0.9616
0	0
0	0
125	0.9679
0	0
0	0
0	0
0	0
192	0.9768
0	0
140	0.9573
0	0
0	0
174	0.9611
161	0.9792
138	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
98	0.9932
109	0.9763
114	0.9774
135	0.9598
154	0.9366
0	0
138	0.9699
193	0.9819
0	0
0	0
95	0.9628
0	0
0	0
0	0
166	0.9738
208	0.9562
0	0
0	0
0	0
185	0.9505
195	0.9598
0	0
0	0
125	0.9679
0	0
0	0
0	0
127	0.9954
0	0
72	1
0	0
0	0
0	0
129	1
0	0
142	0.9709
0	0
0	0
0	0
69	0.9544
0	0
9	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
76	0.9803
88	1
105	0.9835
32	1
6	1
0	0
32	1
178	0.9594
0	0
190	0.9667
0	0
0	0
0	0
0	0
0	0
91	0.9868
0	0
108	0.9674
0	0
0	0
0	0
0	0
0	0
0	0
0	0
181	0.9756
171	0.9782
123	0.9929
0	0
0	0
0	0
0	0
0	0
0	0
0	0
150	0.9982
192	0.9768
130	0.978
0	0
0	0
0	0
126	0.9875
0	0
0	0
0	0
105	1
49	0.9875
26	0.9927
24	1
0	0
36	1
177	0.9541
0	0
0	0
112	0.9851
152	0.9848
174	0.9611
0	0
162	0.9503
154	0.9612
0	0
0	0
84	0.9916
73	1
98	0.918
127	0.9954
0	0
0	0
0	0
0	0
0	0
0	0
0	0
82	1
112	1
182	0.9482
0	0
27	1
0	0
79	0.967
0	0
165	0.9438
111	1
0	0
158	0.9268
120	0.9687
176	0.9487
0	0
178	0.9499
0	0
146	0.9716
0	0
0	0
0	0
126	0.9875
103	0.9648
137	0.9117
143	0.9778
139	0.9882
0	0
30	1
0	0
0	0
119	1
0	0
0	0
0	0
0	0
0	0
27	1
109	0.9465
108	1
0	0
159	0.9327
125	0.9404
0	0
87	0.9911
0	0
139	0.9504
177	0.9445
0	0
0	0
0	0
105	0.9835
0	0
152	0.974
154	0.9509
147	0.9782
117	0.9731
164	0.962
0	0
0	0
155	0.9674
125	0.9679
154	0.9977
92	1
0	0
0	0
0	0
0	0
0	0
130	0.9506
0	0
0	0
0	0
48	0.9865
110	0.9982
0	0
0	0
125	1
143	0.9163
0	0
0	0
176	0.9487
0	0
0	0
0	0
0	0
0	0
6	1
0	0
0	0
0	0
0	0
0	0
0	0
36	0.9736
0	0
0	0
0	0
17	1
0	0
120	0.9687
0	0
0	0
0	0
0	0
185	0.9505
0	0
0	0
0	0
97	1
0	0
177	0.9313
0	0
162	0.9748
0	0
0	0
93	0.9747
0	0
0	0
0	0
46	0.9918
115	0.9685
0	0
97	0.983
0	0
120	0.9687
0	0
124	0.9719
0	0
0	0
0	0
0	0
75	1
179	0.9648
0	0
118	0.9137
0	0
29	1
104	1
0	0
104	1
117	0.9562
29	1
0	0
0	0
158	0.9609
0	0
0	0
0	0
0	0
0	0
0	0
33	1
0	0
0	0
0	0
0	0
0	0
184	0.9586
182	0.9576
0	0
0	0
0	0
0	0
0	0
74	1
94	0.9526
0	0
146	0.9983
0	0
0	0
0	0
0	0
50	1
55	0.9928
0	0
0	0
0	0
0	0
112	0.9552
0	0
0	0
0	0
83	0.9798
61	0.9514
106	0.9619
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
126	0.9479
89	0.979
53	1
164	0.9381
146	0.9716
0	0
0	0
0	0
108	1
0	0
0	0
0	0
115	0.9565
0	0
0	0
0	0
0	0
44	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
99	1
97	0.983
0	0
0	0
0	0
121	0.9767
0	0
119	0.9606
155	0.9674
0	0
0	0
40	0.9058
0	0
0	0
29	1
0	0
165	0.9578
0	0
0	0
0	0
42	1
0	0
0	0
0	0
0	0
0	0
35	1
0	0
0	0
0	0
0	0
0	0
44	0.9964
0	0
0	0
81	0.9705
0	0
0	0
0	0
0	0
155	0.9327
137	0.974
0	0
0	0
0	0
0	0
0	0
158	0.9862
0	0
0	0
0	0
0	0
0	0
77	0.9932
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
183	0.9629
34	0.9716
0	0
0	0
157	0.9799
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
170	0.939
144	0.9582
0	0
0	0
93	0.9885
176	0.9721
49	1
0	0
73	0.9936
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
139	0.9882
5	1
0	0
80	0.9942
0	0
0	0
0	0
0	0
0	0
155	0.9932
144	0.9582
0	0
0	0
0	0
0	0
76	0.9445
0	0
0	0
0	0
139	0.9354
0	0
159	0.9924
38	1
0	0
0	0
0	0
0	0
38	0.974
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
103	0.9964
0	0
0	0
0	0
0	0
0	0
196	0.9741
124	0.9719
0	0
0	0
0	0
0	0
176	0.9487
85	0.9683
144	0.9582
134	0.9798
0	0
45	1
153	0.9804
100	0.9805
0	0
0	0
167	0.9796
0	0
0	0
0	0
0	0
25	0.756
0	0
90	0.99
43	0.9087
0	0
103	0.9648
0	0
55	1
0	0
0	0
0	0
142	0.9449
0	0
0	0
0	0
0	0
0	0
140	0.9573
0	0
87	0.9911
0	0
0	0
140	0.9573
0	0
43	1
6	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
145	0.9291
0	0
0	0
101	0.9904
98	0.9932
0	0
194	0.987
0	0
137	0.9367
0	0
0	0
0	0
0	0
0	0
182	0.981
174	0.9611
0	0
78	1
7	1
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
110	0.9264
78	1
85	1
0	0
156	0.9632
0	0
0	0
0	0
0	0
0	0
150	0.9362
99	0.9577
132	0.9931
0	0
0	0
0	0
0	0
149	0.9548
113	0.9812
0	0
0	0
0	0
63	1
0	0
105	0.9835
38	0.974
0	0
139	0.9504
0	0
0	0
0	0
38	1
58	1
0	0
0	0
0	0
131	0.9579
0	0
133	0.9725
0	0
0	0
0	0
0	0
130	0.978
87	0.957
0	0
154	0.9868
0	0
91	0.9868
0	0
0	0
0	0
122	0.997
0	0
0	0
125	0.9679
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
138	0.9699
0	0
0	0
0	0
50	1
0	0
137	0.974
0	0
0	0
184	0.9586
197	0.9476
0	0
123	0.9758
87	1
0	0
85	0.9683
0	0
116	1
0	0
0	0
0	0
0	0
9	1
134	0.9527
126	0.9757
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	0.998
47	1
0	0
0	0
0	0
0	0
108	0.9674
138	0.9699
0	0
0	0
0	0
0	0
127	0.9554
0	0
152	0.9848
150	0.9362
91	0.9537
0	0
30	0.9857
0	0
0	0
145	0.9291
39	1
0	0
66	1
178	0.9692
0	0
0	0
0	0
0	0
113	0.9812
0	0
61	1
86	0.9797
0	0
0	0
0	0
145	0.9291
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
57	0.9433
0	0
78	0.9547
164	0.9479
162	0.9852
26	1
37	1
0	0
0	0
153	0.955
79	0.9818
71	0.9158
0	0
12	1
83	0.9945
0	0
94	1
0	0
0	0
76	0.9445
64	0.9982
0	0
0	0
131	0.9855
0	0
150	0.9262
0	0
0	0
0	0
0	0
135	0.9598
0	0
0	0
0	0
14	0.9106
0	0
96	0.9596
0	0
0	0
16	1
0	0
7	1
127	0.9669
0	0
71	0.9158
0	0
105	0.9706
0	0
5	1
0	0
0	0
35	1
0	0
130	0.978
0	0
0	0
0	0
131	0.9579
148	0.9849
203	0.9764
0	0
62	1
0	0
0	0
0	0
147	1
0	0
0	0
150	0.9612
0	0
68	0.9468
0	0
0	0
162	0.9748
0	0
0	0
71	1
106	0.9929
88	1
0	0
0	0
0	0
0	0
0	0
67	0.9482
136	0.9944
132	0.9652
0	0
0	0
121	0.9767
132	0.9766
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
110	0.9552
0	0
0	0
153	0.9207
118	0.9938
98	0.9932
0	0
0	0
0	0
0	0
0	0
0	0
0	0
95	1
0	0
0	0
0	0
0	0
121	0.96
0	0
146	0.9983
0	0
35	1
54	0.9929
120	0.9981
0	0
90	1
0	0
0	0
0	0
0	0
0	0
0	0
63	0.9996
0	0
0	0
109	0.9763
82	0.9341
0	0
134	0.9162
0	0
0	0
0	0
33	1
0	0
0	0
0	0
0	0
0	0
177	0.9776
0	0
0	0
0	0
0	0
0	0
0	0
130	0.978
161	0.9544
0	0
0	0
0	0
190	0.9762
0	0
0	0
134	0.9527
0	0
147	0.9782
0	0
0	0
162	0.9852
0	0
47	0.9933
0	0
0	0
21	1
0	0
141	0.9641
74	0.9695
0	0
0	0
122	0.997
164	0.9381
141	0.991
0	0
157	0.9651
188	0.9472
77	0.9932
0	0
0	0
0	0
107	0.971
0	0
151	0.9425
0	0
0	0
0	0
0	0
0	0
0	0
0	0
71	0.9664
0	0
0	0
158	0.9609
46	1
0	0
0	0
0	0
0	0
0	0
41	0.9285
0	0
0	0
0	0
93	1
146	0.9716
125	0.9517
0	0
0	0
0	0
0	0
0	0
98	0.9932
0	0
0	0
0	0
182	0.9576
0	0
150	0.9612
0	0
0	0
101	0.9904
0	0
88	0.9543
105	0.9528
0	0
170	0.939
0	0
0	0
0	0
0	0
109	0.9763
0	0
0	0
0	0
0	0
183	0.9864
0	0
0	0
0	0
152	0.9591
0	0
0	0
153	0.9804
0	0
0	0
0	0
0	0
103	0.9347
78	1
0	0
100	0.9674
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
130	0.978
0	0
150	0.9362
0	0
0	0
168	0.9959
0	0
0	0
0	0
152	0.974
27	1
135	0.9598
0	0
0	0
0	0
0	0
141	0.9641
0	0
0	0
0	0
0	0
0	0
0	0
0	0
97	0.983
0	0
0	0
0	0
0	0
0	0
166	0.9496
0	0
0	0
0	0
0	0
0	0
29	1
127	0.9554
0	0
0	0
0	0
0	0
0	0
0	0
157	0.9548
0	0
117	0.9444
82	0.968
107	0.971
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
99	0.9577
0	0
0	0
0	0
0	0
0	0
127	0.9669
0	0
0	0
145	0.9394
0	0
0	0
0	0
0	0
138	1
0	0
0	0
0	0
185	0.9972
0	0
119	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
54	0.9929
0	0
105	1
0	0
0	0
0	0
6	1
0	0
0	0
0	0
0	0
0	0
72	1
55	0.9502
0	0
194	0.9642
73	0.9779
137	0.974
0	0
0	0
141	1
0	0
0	0
0	0
69	1
181	0.9756
0	0
0	0
0	0
173	0.9555
116	0.977
0	0
186	0.9463
87	1
0	0
131	0.9579
0	0
0	0
197	0.9791
166	0.9496
0	0
155	0.9674
175	0.9433
0	0
"TS5 B_SP,5,.tif"	
249	0.9512
0	0
229	0.9391
260	0.9538
219	0.9756
214	0.9326
0	0
9	1
0	0
131	0.9855
163	0.9324
0	0
0	0
0	0
171	0.9542
128	0.9745
0	0
178	0.9594
0	0
0	0
0	0
0	0
0	0
235	0.9519
164	0.9868
232	0.9598
199	0.9572
0	0
177	0.9541
145	0.9542
240	0.9722
258	0.9657
292	0.9564
0	0
0	0
0	0
0	0
0	0
0	0
0	0
236	0.9559
194	0.987
215	0.9792
228	0.9637
0	0
141	0.9641
0	0
0	0
0	0
0	0
0	0
0	0
208	0.978
0	0
210	0.9874
219	0.9756
159	0.9568
0	0
145	0.9649
163	0.8293
0	0
178	0.9832
0	0
216	0.9329
0	0
243	0.9758
0	0
0	0
0	0
0	0
0	0
225	0.9227
0	0
137	0.9474
0	0
0	0
188	0.9659
198	0.984
0	0
208	0.9182
0	0
0	0
164	0.9285
175	0.9433
154	0.9868
0	0
160	0.8837
0	0
0	0
0	0
0	0
0	0
0	0
253	0.9665
0	0
177	0.9541
201	0.9668
0	0
0	0
0	0
0	0
0	0
191	0.9718
0	0
0	0
0	0
164	0.9381
0	0
135	0.9598
133	0.9725
183	0.9311
0	0
206	0.947
0	0
0	0
182	0.981
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
235	0.9437
207	0.9733
0	0
255	0.9625
224	0.9468
0	0
0	0
0	0
0	0
0	0
192	0.9865
185	0.9638
161	0.9544
249	0.932
0	0
0	0
0	0
0	0
0	0
204	0.9591
158	0.9268
0	0
0	0
0	0
218	0.9711
0	0
0	0
0	0
0	0
85	0.9683
0	0
182	0.9482
0	0
0	0
221	0.9341
5	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
128	1
0	0
38	1
0	0
0	0
0	0
140	0.9573
0	0
231	0.9763
0	0
0	0
0	0
216	0.9413
0	0
0	0
0	0
0	0
184	0.9681
0	0
162	0.9748
0	0
175	0.9666
0	0
138	0.9436
0	0
0	0
0	0
250	0.9358
0	0
0	0
0	0
112	0.9725
0	0
0	0
0	0
0	0
160	0.9628
77	0.9932
0	0
0	0
0	0
160	0.9386
155	0.5484
0	0
113	0.9812
0	0
0	0
0	0
0	0
0	0
0	0
0	0
170	0.9725
0	0
177	0.9776
154	0.9717
102	1
0	0
0	0
0	0
0	0
0	0
0	0
66	0.9718
0	0
0	0
0	0
199	0.9572
197	0.9262
0	0
0	0
0	0
126	0.9875
0	0
134	0.9798
90	0.99
0	0
79	0.9818
149	0.9915
0	0
0	0
151	0.9676
0	0
250	0.9171
0	0
233	0.964
0	0
0	0
0	0
0	0
92	0.9976
203	0.9455
0	0
0	0
0	0
0	0
0	0
0	0
0	0
108	0.98
0	0
0	0
0	0
0	0
0	0
207	0.9428
0	0
156	0.9248
191	0.9718
192	0.9768
0	0
0	0
185	0.9412
0	0
0	0
0	0
0	0
227	0.968
143	0.9778
0	0
175	0.9433
162	0.9503
0	0
0	0
0	0
113	0.9638
0	0
0	0
154	0.9612
175	0.9433
76	1
115	0.9685
99	0.9896
0	0
0	0
91	0.9537
95	0.9762
0	0
217	0.9667
137	0.974
0	0
0	0
158	0.9862
0	0
0	0
0	0
0	0
150	0.9262
0	0
0	0
0	0
200	0.962
0	0
0	0
0	0
0	0
0	0
198	0.9746
0	0
0	0
0	0
26	1
0	0
0	0
0	0
113	0.9638
0	0
0	0
0	0
0	0
104	0.9315
0	0
0	0
0	0
105	0.9835
190	0.9667
0	0
0	0
58	0.9431
0	0
0	0
179	0.9887
0	0
200	0.9403
0	0
0	0
0	0
0	0
0	0
0	0
213	0.9488
225	0.951
55	0.9928
0	0
63	0.9277
0	0
186	0.969
0	0
0	0
0	0
120	0.9687
0	0
0	0
0	0
0	0
0	0
0	0
171	0.9782
0	0
0	0
148	0.9849
0	0
0	0
0	0
204	0.9502
0	0
0	0
197	0.9791
0	0
0	0
0	0
154	0.9868
0	0
0	0
0	0
0	0
69	1
0	0
199	0.9356
5	1
0	0
0	0
0	0
5	1
46	0.9918
148	0.9849
0	0
167	0.9796
0	0
0	0
6	1
137	0.9367
0	0
0	0
0	0
0	0
0	0
115	0.9986
168	0.961
193	0.9819
0	0
178	0.9594
178	0.9832
0	0
0	0
0	0
0	0
0	0
37	1
0	0
0	0
0	0
0	0
0	0
108	0.9378
0	0
0	0
0	0
125	0.9797
0	0
97	0.983
0	0
148	0.9849
0	0
0	0
0	0
0	0
146	0.9355
0	0
0	0
60	1
0	0
0	0
107	0.971
0	0
0	0
0	0
0	0
0	0
140	0.9573
185	0.9194
0	0
144	0.9476
0	0
0	0
0	0
0	0
21	1
0	0
0	0
0	0
0	0
0	0
0	0
46	0.9918
0	0
96	0.9865
130	0.978
153	0.955
0	0
0	0
0	0
0	0
72	0.98
0	0
0	0
98	0.9932
139	0.9769
14	1
0	0
130	0.978
152	0.9146
0	0
142	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
151	0.9937
112	0.9725
80	0.9942
205	0.9337
150	0.9718
0	0
153	0.9207
0	0
186	0.9463
119	0.9898
0	0
0	0
104	0.9742
0	0
145	0.9914
0	0
0	0
0	0
0	0
37	1
0	0
0	0
59	0.9764
0	0
0	0
90	0.99
0	0
51	0.9206
0	0
40	1
78	1
62	1
0	0
51	1
0	0
60	0.9929
0	0
81	0.9705
0	0
94	0.9851
0	0
0	0
180	0.9605
0	0
0	0
0	0
182	1
0	0
185	0.9638
0	0
0	0
0	0
0	0
0	0
0	0
190	0.9352
117	0.9854
0	0
0	0
91	0.9672
0	0
0	0
0	0
45	1
0	0
149	0.9548
161	1
54	0.9748
0	0
169	0.9667
0	0
0	0
0	0
47	1
0	0
187	0.7669
164	0.9722
128	0.963
130	0.9618
0	0
0	0
41	1
0	0
0	0
0	0
94	0.9526
159	0.967
64	1
42	1
24	1
0	0
20	1
0	0
0	0
0	0
0	0
0	0
85	0.9683
60	1
60	0.9929
49	0.9875
0	0
